filiere,etablissement,specialite,code,type_bac,formule_score,score_dernier,_page
169.68,23,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,11524,ﻢﻈﻨﻟﺍﻭ ﺕﺎﻜﺒﺸﻟﺍ ﺔﺳﺪﻨﻫ-,ﺔﻌﻣﺎﺟ)ﺔﻴﻣﻼﻋﻼﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺭﺎﻨﻤﻟﺍ ﺲﻧﻮﺗ,84
184.38,2,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,84
188.08,42,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,84
161.1,24,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,12524,ﺀﺎﻴﺷﻷﺍ ﺕﺎﻧﺮﺘﻧﺃﻭ ﺔﻟﻮﻤﺤﻤﻟﺍ ﻢﻈﻨﻟﺍ- ﻢﻈﻨﻟﺍﻭ ﺕﺎﻜﺒﺸﻟﺍ ﺔﺳﺪﻨﻫ-,ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﺎﻴﺟﻮﻟﻮﻨﻜﺘﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺔﻌﻣﺎﺟ)ﺔﻳﺭﺪﺴﻟﺍ ﺝﺮﺒﺑ ﻝﺎﺼﺗﻹﺍﻭ (ﺝﺎﻃﺮﻗ,84
148.67,31,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,84
171.82,3,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,84
168.51,60,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,84
143.64,19,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,20524,ﺀﺎﻴﺷﻷﺍ ﺕﺎﻧﺮﺘﻧﺃﻭ ﺔﻟﻮﻤﺤﻤﻟﺍ ﻢﻈﻨﻟﺍ-,(ﺝﺎﻃﺮﻗ ﺔﻌﻣﺎﺟ)ﺕﺭﺰﻨﺒﺑ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ,84
126.65,21,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,84
161.63,2,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,84
147.12,38,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,84
135.75,20,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,21524,ﺀﺎﻴﺷﻷﺍ ﺕﺎﻧﺮﺘﻧﺃﻭ ﺔﻟﻮﻤﺤﻤﻟﺍ ﻢﻈﻨﻟﺍ- ﻢﻈﻨﻟﺍﻭ ﺕﺎﻜﺒﺸﻟﺍ ﺔﺳﺪﻨﻫ-,ﻭ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﻡﻮﻠﻌﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺝﺎﻃﺮﻗ ﺔﻌﻣﺎﺟ)ﺮﻃﺎﻤﺑ ﺎﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,84
123.04,18,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,84
160.01,2,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,84
138.3,50,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,84
145.05,25,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,30524,ﺀﺎﻴﺷﻷﺍ ﺕﺎﻧﺮﺘﻧﺃﻭ ﺔﻟﻮﻤﺤﻤﻟﺍ ﻢﻈﻨﻟﺍ-,ﻭ ﺔﻴﻣﻼﻋﻼﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺔﻌﻣﺎﺟ)ﺔﺳﻮﺴﺑ ﻝﺎﺼﺗﻻﺍ ﺕﺎﻴﺟﻮﻟﻮﻨﻜﺗ (ﺔﺳﻮﺳ,84
134.23,16,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,84
178.35,2,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,84
143.14,28,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,84
147.21,25,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,31524,ﺀﺎﻴﺷﻷﺍ ﺕﺎﻧﺮﺘﻧﺃﻭ ﺔﻟﻮﻤﺤﻤﻟﺍ ﻢﻈﻨﻟﺍ-,ﻭ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﻡﻮﻠﻌﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺔﺳﻮﺳ ﺔﻌﻣﺎﺟ)ﺔﺳﻮﺴﺑ ﺎﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,84
138.99,18,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,84
185.91,2,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,84
149.53,33,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,84
139.49,31,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,36524,ﺀﺎﻴﺷﻷﺍ ﺕﺎﻧﺮﺘﻧﺃﻭ ﺔﻟﻮﻤﺤﻤﻟﺍ ﻢﻈﻨﻟﺍ- ﻢﻈﻨﻟﺍﻭ ﺕﺎﻜﺒﺸﻟﺍ ﺔﺳﺪﻨﻫ-,ﺔﻴﻣﻼﻋﻺﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺮﻴﺘﺴﻨﻤﻟﺍ ﺔﻌﻣﺎﺟ)ﺔﻳﺪﻬﻤﻟﺎﺑ,84
129.03,36,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,84
162.13,4,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,84
140.22,66,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,84
138.15,17,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,40524,ﺀﺎﻴﺷﻷﺍ ﺕﺎﻧﺮﺘﻧﺃﻭ ﺔﻟﻮﻤﺤﻤﻟﺍ ﻢﻈﻨﻟﺍ- ﻢﻈﻨﻟﺍﻭ ﺕﺎﻜﺒﺸﻟﺍ ﺔﺳﺪﻨﻫ-,ﺔﻌﻣﺎﺟ)ﺲﻗﺎﻔﺼﺑ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ (ﺲﻗﺎﻔﺻ,85
122.86,21,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,85
156.29,2,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,85
119.92,38,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,85
97.63,24,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,50524,ﻢﻈﻨﻟﺍﻭ ﺕﺎﻜﺒﺸﻟﺍ ﺔﺳﺪﻨﻫ-,(ﺲﺑﺎﻗ ﺔﻌﻣﺎﺟ)ﺲﺑﺎﻘﺑ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ,85
105.76,29,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,85
140.2,3,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,85
104.64,60,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,85
100.14,26,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,51524,ﺀﺎﻴﺷﻷﺍ ﺕﺎﻧﺮﺘﻧﺃﻭ ﺔﻟﻮﻤﺤﻤﻟﺍ ﻢﻈﻨﻟﺍ-,ﺎﻳﺪﻴﻤﻴﺘﻠﻤﻟﺍ ﻭ ﺔﻴﻣﻼﻋﻺﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺲﺑﺎﻗ ﺔﻌﻣﺎﺟ)ﺲﺑﺎﻘﺑ,85
111.58,29,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,85
154.63,3,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,85
103.69,52,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,85
88.96,30,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,60524,ﺀﺎﻴﺷﻷﺍ ﺕﺎﻧﺮﺘﻧﺃﻭ ﺔﻟﻮﻤﺤﻤﻟﺍ ﻢﻈﻨﻟﺍ- ﻢﻈﻨﻟﺍﻭ ﺕﺎﻜﺒﺸﻟﺍ ﺔﺳﺪﻨﻫ-,ﻭ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﻡﻮﻠﻌﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺔﺼﻔﻗ ﺔﻌﻣﺎﺟ)ﺔﺼﻔﻘﺑ ﺎﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,85
104.29,34,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,85
125.77,4,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,85
84.79,61,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,85
106.69,24,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,70524,ﺀﺎﻴﺷﻷﺍ ﺕﺎﻧﺮﺘﻧﺃﻭ ﺔﻟﻮﻤﺤﻤﻟﺍ ﻢﻈﻨﻟﺍ-,ﻑﺮﺼﺘﻟﺍ ﻭ ﺔﻴﻣﻼﻋﻺﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﻥﺍﻭﺮﻴﻘﻟﺍ ﺔﻌﻣﺎﺟ)ﻥﺍﻭﺮﻴﻘﻟﺎﺑ,85
109.06,29,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,85
144.73,3,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,85
108.01,52,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,85
82.36,55,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,71524,ﺀﺎﻴﺷﻷﺍ ﺕﺎﻧﺮﺘﻧﺃﻭ ﺔﻟﻮﻤﺤﻤﻟﺍ ﻢﻈﻨﻟﺍ-,ﻭ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﻡﻮﻠﻌﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺔﻌﻣﺎﺟ)ﻥﺍﻭﺮﻴﻘﻟﺎﺑ ﺎﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ (ﻥﺍﻭﺮﻴﻘﻟﺍ,85
105.34,60,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,85
142.19,7,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,85
98.9,122,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,85
94.42,40,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,72524,ﺀﺎﻴﺷﻷﺍ ﺕﺎﻧﺮﺘﻧﺃﻭ ﺔﻟﻮﻤﺤﻤﻟﺍ ﻢﻈﻨﻟﺍ- ﻢﻈﻨﻟﺍﻭ ﺕﺎﻜﺒﺸﻟﺍ ﺔﺳﺪﻨﻫ- ﺔﻤﻈﻧﻸﻟ ﺕﺎﻳﺮﺼﺒﻟﺍﻭ ﺕﺎﻴﻧﻭﺮﺘﻜﻟﻹﺍ- ﺔﻟﻮﻤﺤﻤﻟﺍ,ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﺕﺎﻴﺿﺎﻳﺮﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺔﻌﻣﺎﺟ)ﻥﺍﻭﺮﻴﻘﻟﺎﺑ ﺔﻴﻣﻼﻋﻹﺍﻭ (ﻥﺍﻭﺮﻴﻘﻟﺍ,85
108.51,52,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,85
141.86,5,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,85
106.2,94,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,72524,ﺀﺎﻴﺷﻷﺍ ﺕﺎﻧﺮﺘﻧﺃﻭ ﺔﻟﻮﻤﺤﻤﻟﺍ ﻢﻈﻨﻟﺍ- ﻢﻈﻨﻟﺍﻭ ﺕﺎﻜﺒﺸﻟﺍ ﺔﺳﺪﻨﻫ- ﺔﻤﻈﻧﻸﻟ ﺕﺎﻳﺮﺼﺒﻟﺍﻭ ﺕﺎﻴﻧﻭﺮﺘﻜﻟﻹﺍ- ﺔﻟﻮﻤﺤﻤﻟﺍ,ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﺕﺎﻴﺿﺎﻳﺮﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺔﻌﻣﺎﺟ)ﻥﺍﻭﺮﻴﻘﻟﺎﺑ ﺔﻴﻣﻼﻋﻹﺍﻭ (ﻥﺍﻭﺮﻴﻘﻟﺍ,86
82.56,10,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,73524,ﺀﺎﻴﺷﻷﺍ ﺕﺎﻧﺮﺘﻧﺃﻭ ﺔﻟﻮﻤﺤﻤﻟﺍ ﻢﻈﻨﻟﺍ-,ﻭ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﻡﻮﻠﻌﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺔﻌﻣﺎﺟ)ﻦﻳﺮﺼﻘﻟﺎﺑ ﺎﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ (ﻥﺍﻭﺮﻴﻘﻟﺍ,86
94.77,39,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,86
118.12,5,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,86
77.05,50,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,86
112.49,36,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,82524,ﻢﻈﻨﻟﺍﻭ ﺕﺎﻜﺒﺸﻟﺍ ﺔﺳﺪﻨﻫ-,ﺔﻴﻣﻼﻋﻺﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺔﺑﻭﺪﻨﺟ ﺔﻌﻣﺎﺟ)ﻑﺎﻜﻟﺎﺑ,86
113.87,39,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,86
137.31,5,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,86
114.24,90,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,86
101.28,10,FG+(M+SP)/2,ﺕﺎﻴﺿﺎﻳﺭ,34550,ﺔﻴﺗﺍﻭﺩﻷﺍﻭ ﺕﺎﺳﺎﻴﻘﻟﺍ-,ﺔﻌﻣﺎﺟ)ﺮﻴﺘﺴﻨﻤﻟﺎﺑ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ (ﺮﻴﺘﺴﻨﻤﻟﺍ,86
100.44,52,FG+(M+SP)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,86
108.95,17,FG+(M+SP)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,86
102.89,12,FG+(M+SP)/2,ﺕﺎﻴﺿﺎﻳﺭ,40550,ﺔﻴﺒﻃﻮﻴﺒﻟﺍ ﺔﻴﺗﻭﺍﺩﻷﺍ-,ﺎﻴﺟﻮﻟﻮﻨﻜﺗﻮﻴﺒﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺲﻗﺎﻔﺻ ﺔﻌﻣﺎﺟ)ﺲﻗﺎﻔﺼﺑ,86
108.6,15,FG+(M+SP)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,86
116.54,7,FG+(M+SP)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,86
-,13,FG+(M+SP)/2,ﺕﺎﻴﺿﺎﻳﺭ,50550,ﺔﻴﺗﺍﻭﺩﻷﺍﻭ ﺕﺎﺳﺎﻴﻘﻟﺍ-,(ﺲﺑﺎﻗ ﺔﻌﻣﺎﺟ)ﺲﺑﺎﻘﺑ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ,86
77.79,41,FG+(M+SP)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,86
77.55,13,FG+(M+SP)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,86
87.34,6,FG+(M+SP)/2,ﺕﺎﻴﺿﺎﻳﺭ,36551,ﺩﺍﻮﻤﻟﺍ ﺀﺎﻳﺰﻴﻓ-,ﻭ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﻡﻮﻠﻌﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺔﻌﻣﺎﺟ)ﺔﻳﺪﻬﻤﻟﺎﺑ ﺎﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ (ﺮﻴﺘﺴﻨﻤﻟﺍ,86
81.99,34,FG+(M+SP)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,86
99.55,5,FG+(M+SP)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,86
163.29,17,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,10566,ﺔﻴﻣﻼﻋﻹﺍ ﺕﺎﻣﺪﺨﻟﺍﻭ ﺕﺎﻜﺒﺸﻟﺍ- ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﺔﻤﻈﻧﺃ ﺮﻳﻮﻄﺗ- ﺔﻟﺍﻮﺠﻟﺍﻭ ﺔﻟﻮﻤﺤﻤﻟﺍ ﺔﻤﻈﻧﻷﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﺱﺩﺍﺮﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,86
143.54,37,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,86
142.12,21,FG+(M+Info)/2,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,86
155.21,13,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,86
170.7,60,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,86
169.35,15,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,11566,ﺔﻴﻣﻼﻋﻹﺍ ﺕﺎﻣﺪﺨﻟﺍﻭ ﺕﺎﻜﺒﺸﻟﺍ- ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﺔﻤﻈﻧﺃ ﺮﻳﻮﻄﺗ- ﺔﻟﺍﻮﺠﻟﺍﻭ ﺔﻟﻮﻤﺤﻤﻟﺍ ﺔﻤﻈﻧﻷﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﺔﻴﻗﺮﺸﻟﺎﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,87
147.21,34,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,87
141.12,20,FG+(M+Info)/2,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,87
156.01,12,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,87
169.33,60,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,87
145.76,12,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,21566,ﺔﻴﻣﻼﻋﻹﺍ ﺕﺎﻣﺪﺨﻟﺍﻭ ﺕﺎﻜﺒﺸﻟﺍ- ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﺔﻤﻈﻧﺃ ﺮﻳﻮﻄﺗ- ﺔﻟﺍﻮﺠﻟﺍﻭ ﺔﻟﻮﻤﺤﻤﻟﺍ ﺔﻤﻈﻧﻷﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﺕﺭﺰﻨﺒﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,87
129.16,24,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,87
129.51,20,FG+(M+Info)/2,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,87
150.28,9,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,87
148.7,40,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,87
148.73,13,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,22566,ﺔﻴﻣﻼﻋﻹﺍ ﺕﺎﻣﺪﺨﻟﺍﻭ ﺕﺎﻜﺒﺸﻟﺍ- ﺏﺍﻮﻟﺍ ﺮﻳﻮﻄﺗﻭ ﺎﻳﺪﻴﻤﻴﺘﻠﻤﻟﺍ- ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﺔﻤﻈﻧﺃ ﺮﻳﻮﻄﺗ- ﺔﻟﺍﻮﺠﻟﺍﻭ ﺔﻟﻮﻤﺤﻤﻟﺍ ﺔﻤﻈﻧﻷﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﻞﺑﺎﻨﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,87
133.92,29,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,87
133.26,18,FG+(M+Info)/2,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,87
156.47,11,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,87
153.57,46,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,87
136.09,30,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,23566,ﺏﺍﻮﻟﺍ ﺮﻳﻮﻄﺗﻭ ﺎﻳﺪﻴﻤﻴﺘﻠﻤﻟﺍ- ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﺔﻤﻈﻧﺃ ﺮﻳﻮﻄﺗ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﺔﻴﺒﻴﻠﻘﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,87
121.47,30,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,87
123.7,30,FG+(M+Info)/2,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,87
145.34,9,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,87
137.44,50,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,87
