filiere,etablissement,specialite,code,type_bac,formule_score,score_dernier,_page
96.47,75,FG+SVT,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,80
-,2,FG+SVT,ﺕﺎﻴﺿﺎﻳﺭ,60513,ﺽﺭﻷﺍ ﻭ ﺓﺎﻴﺤﻟﺍ ﻡﻮﻠﻋ-,(ﺔﺼﻔﻗ ﺔﻌﻣﺎﺟ)ﺔﺼﻔﻘﺑ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ,80
75.85,76,FG+SVT,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,80
103.59,2,FG+(M+SP)/2,ﺕﺎﻴﺿﺎﻳﺭ,10514,ﺀﺎﻴﺣﻷﺍ ﻢﻠﻋ - ﺀﺎﻴﻤﻴﻜﻟﺍ-,ﺲﻧﻮﺗ ﺔﻌﻣﺎﺟ)ﺲﻧﻮﺘﺑ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ (ﺭﺎﻨﻤﻟﺍ,80
99.67,69,FG+(M+SP)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,80
121.08,2,FG+(M+SP)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,80
170.95,40,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,10523,ﺔﻤﺨﻀﻟﺍ ﺕﺎﻧﺎﻴﺒﻟﺍ ﻞﻴﻠﺤﺗﻭ ﻡﻮﻠﻋ- ﺔﻟﻮﻤﺤﻤﻟﺍ ﺕﻻﻵﺍﻭ ﺔﻘﻴﻗﺪﻟﺍ ﺔﻴﻣﻼﻋﻹﺍ- ﺓﺩﺪﻌﺘﻤﻟﺍ ﻂﺋﺎﺳﻮﻟﺍﻭ ﺔﻴﻣﻼﻋﻹﺍ-,ﺎﻳﺪﻴﻤﺘﻠﻤﻟﺍ ﻥﻮﻨﻔﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺔﺑﻮﻨﻣ ﺔﻌﻣﺎﺟ)ﺔﺑﻮﻨﻤﺑ,80
158.71,40,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,80
179.35,4,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,80
185.91,77,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,80
191.59,30,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,11523,ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﻢﻈﻧﻭ ﺕﺎﻴﺠﻣﺮﺒﻟﺍ ﺔﺳﺪﻨﻫ- ﺓﺩﺪﻌﺘﻤﻟﺍ ﻂﺋﺎﺳﻮﻟﺍﻭ ﺔﻴﻣﻼﻋﻹﺍ-,ﺔﻌﻣﺎﺟ)ﺔﻴﻣﻼﻋﻼﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺭﺎﻨﻤﻟﺍ ﺲﻧﻮﺗ,80
180.4,30,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,80
194.42,3,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,80
198.99,53,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,80
179.48,35,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,12523,ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﻢﻈﻧﻭ ﺕﺎﻴﺠﻣﺮﺒﻟﺍ ﺔﺳﺪﻨﻫ-,ﺲﻧﻮﺗ ﺔﻌﻣﺎﺟ)ﺲﻧﻮﺘﺑ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ (ﺭﺎﻨﻤﻟﺍ,80
170.87,35,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,80
185.96,2,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,80
193.41,50,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,80
169.82,24,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,13523,ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﻢﻈﻧﻭ ﺕﺎﻴﺠﻣﺮﺒﻟﺍ ﺔﺳﺪﻨﻫ-,ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﺎﻴﺟﻮﻟﻮﻨﻜﺘﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺔﻌﻣﺎﺟ)ﺔﻳﺭﺪﺴﻟﺍ ﺝﺮﺒﺑ ﻝﺎﺼﺗﻹﺍﻭ (ﺝﺎﻃﺮﻗ,80
160.38,35,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,80
182.3,3,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,80
188.67,60,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,80
152.91,20,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,20523,ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﻢﻈﻧﻭ ﺕﺎﻴﺠﻣﺮﺒﻟﺍ ﺔﺳﺪﻨﻫ-,(ﺝﺎﻃﺮﻗ ﺔﻌﻣﺎﺟ)ﺕﺭﺰﻨﺒﺑ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ,80
141.49,20,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,80
163.8,2,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,80
169.52,38,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,80
142.35,20,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,21523,ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﻢﻈﻧﻭ ﺕﺎﻴﺠﻣﺮﺒﻟﺍ ﺔﺳﺪﻨﻫ-,ﻭ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﻡﻮﻠﻌﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺝﺎﻃﺮﻗ ﺔﻌﻣﺎﺟ)ﺮﻃﺎﻤﺑ ﺎﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,81
131.42,18,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,81
155.83,2,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,81
157.74,45,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,81
155.82,23,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,30523,ﺓﺩﺪﻌﺘﻤﻟﺍ ﻂﺋﺎﺳﻮﻟﺍﻭ ﺔﻴﻣﻼﻋﻹﺍ-,ﻭ ﺔﻴﻣﻼﻋﻼﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺔﻌﻣﺎﺟ)ﺔﺳﻮﺴﺑ ﻝﺎﺼﺗﻻﺍ ﺕﺎﻴﺟﻮﻟﻮﻨﻜﺗ (ﺔﺳﻮﺳ,81
151.36,15,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,81
182.9,2,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,81
155.05,29,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,81
171.26,17,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,31523,ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﻢﻈﻧﻭ ﺕﺎﻴﺠﻣﺮﺒﻟﺍ ﺔﺳﺪﻨﻫ-,ﻭ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﻡﻮﻠﻌﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺔﺳﻮﺳ ﺔﻌﻣﺎﺟ)ﺔﺳﻮﺴﺑ ﺎﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,81
163.7,18,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,81
189.99,2,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,81
177.28,34,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,81
153.33,30,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,32523,ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﻢﻈﻧﻭ ﺕﺎﻴﺠﻣﺮﺒﻟﺍ ﺔﺳﺪﻨﻫ-,ﺎﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍﻭ ﻡﻮﻠﻌﻠﻟ ﺎﻴﻠﻌﻟﺍ ﺔﺳﺭﺪﻤﻟﺍ (ﺔﺳﻮﺳ ﺔﻌﻣﺎﺟ)ﺔﺳﻮﺳ ﻡﺎﻤﺤﺑ,81
147.24,30,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,81
180.48,3,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,81
162.47,58,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,81
145.08,48,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,34523,ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﻢﻈﻧﻭ ﺕﺎﻴﺠﻣﺮﺒﻟﺍ ﺔﺳﺪﻨﻫ-,ﺔﻌﻣﺎﺟ)ﺮﻴﺘﺴﻨﻤﻟﺎﺑ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ (ﺮﻴﺘﺴﻨﻤﻟﺍ,81
136.32,56,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,81
159.6,6,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,81
154.86,90,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,81
164.61,38,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,35523,ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﻢﻈﻧﻭ ﺕﺎﻴﺠﻣﺮﺒﻟﺍ ﺔﺳﺪﻨﻫ-,ﺕﺎﻴﺿﺎﻳﺮﻟﺍ ﻭ ﺔﻴﻣﻼﻋﻺﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺮﻴﺘﺴﻨﻤﻟﺍ ﺔﻌﻣﺎﺟ)ﺮﻴﺘﺴﻨﻤﻟﺎﺑ,81
161.48,41,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,81
176.16,4,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,81
171.04,77,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,81
148.36,33,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,36523,ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﻢﻈﻧﻭ ﺕﺎﻴﺠﻣﺮﺒﻟﺍ ﺔﺳﺪﻨﻫ- ﺓﺩﺪﻌﺘﻤﻟﺍ ﻂﺋﺎﺳﻮﻟﺍﻭ ﺔﻴﻣﻼﻋﻹﺍ-,ﺔﻴﻣﻼﻋﻺﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺮﻴﺘﺴﻨﻤﻟﺍ ﺔﻌﻣﺎﺟ)ﺔﻳﺪﻬﻤﻟﺎﺑ,81
141.93,38,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,81
170.51,4,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,81
160.92,72,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,36523,ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﻢﻈﻧﻭ ﺕﺎﻴﺠﻣﺮﺒﻟﺍ ﺔﺳﺪﻨﻫ- ﺓﺩﺪﻌﺘﻤﻟﺍ ﻂﺋﺎﺳﻮﻟﺍﻭ ﺔﻴﻣﻼﻋﻹﺍ-,ﺔﻴﻣﻼﻋﻺﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺮﻴﺘﺴﻨﻤﻟﺍ ﺔﻌﻣﺎﺟ)ﺔﻳﺪﻬﻤﻟﺎﺑ,82
142.99,30,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,40523,ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﻢﻈﻧﻭ ﺕﺎﻴﺠﻣﺮﺒﻟﺍ ﺔﺳﺪﻨﻫ-,ﺔﻌﻣﺎﺟ)ﺲﻗﺎﻔﺼﺑ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ (ﺲﻗﺎﻔﺻ,82
130.76,30,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,82
161.5,3,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,82
137.3,58,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,82
146.98,71,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,41523,ﺔﻤﺨﻀﻟﺍ ﺕﺎﻧﺎﻴﺒﻟﺍ ﻞﻴﻠﺤﺗﻭ ﻡﻮﻠﻋ- ﺓﺩﺪﻌﺘﻤﻟﺍ ﻂﺋﺎﺳﻮﻟﺍﻭ ﺔﻴﻣﻼﻋﻹﺍ-,ﺎﻳﺪﻴﻤﺘﻠﻤﻟﺍ ﻭ ﺔﻴﻣﻼﻋﻼﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺲﻗﺎﻔﺻ ﺔﻌﻣﺎﺟ)ﺲﻗﺎﻔﺼﺑ,82
134.62,50,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,82
164.72,8,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,82
126.18,144,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,82
112.97,48,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,50523,ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﻢﻈﻧﻭ ﺕﺎﻴﺠﻣﺮﺒﻟﺍ ﺔﺳﺪﻨﻫ-,(ﺲﺑﺎﻗ ﺔﻌﻣﺎﺟ)ﺲﺑﺎﻘﺑ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ,82
114.05,63,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,82
140.26,6,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,82
113.51,120,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,82
123.83,27,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,51523,ﺓﺩﺪﻌﺘﻤﻟﺍ ﻂﺋﺎﺳﻮﻟﺍﻭ ﺔﻴﻣﻼﻋﻹﺍ-,ﺎﻳﺪﻴﻤﻴﺘﻠﻤﻟﺍ ﻭ ﺔﻴﻣﻼﻋﻺﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺲﺑﺎﻗ ﺔﻌﻣﺎﺟ)ﺲﺑﺎﻘﺑ,82
119.43,30,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,82
149.36,3,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,82
120.2,60,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,82
86.12,50,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,54523,ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﻢﻈﻧﻭ ﺕﺎﻴﺠﻣﺮﺒﻟﺍ ﺔﺳﺪﻨﻫ- ﺓﺩﺪﻌﺘﻤﻟﺍ ﻂﺋﺎﺳﻮﻟﺍﻭ ﺔﻴﻣﻼﻋﻹﺍ-,ﺔﻴﻣﻼﻋﻺﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺲﺑﺎﻗ ﺔﻌﻣﺎﺟ)ﻦﻴﻧﺪﻤﺑ,82
100.67,60,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,82
125.19,6,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,82
96.69,250,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,82
83.49,59,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,60523,ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﻢﻈﻧﻭ ﺕﺎﻴﺠﻣﺮﺒﻟﺍ ﺔﺳﺪﻨﻫ- ﺓﺩﺪﻌﺘﻤﻟﺍ ﻂﺋﺎﺳﻮﻟﺍﻭ ﺔﻴﻣﻼﻋﻹﺍ-,(ﺔﺼﻔﻗ ﺔﻌﻣﺎﺟ)ﺔﺼﻔﻘﺑ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ,82
108.53,63,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,82
125.5,7,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,82
95.53,120,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,82
125.55,38,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,70523,ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﻢﻈﻧﻭ ﺕﺎﻴﺠﻣﺮﺒﻟﺍ ﺔﺳﺪﻨﻫ- ﺓﺩﺪﻌﺘﻤﻟﺍ ﻂﺋﺎﺳﻮﻟﺍﻭ ﺔﻴﻣﻼﻋﻹﺍ-,ﻑﺮﺼﺘﻟﺍ ﻭ ﺔﻴﻣﻼﻋﻺﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﻥﺍﻭﺮﻴﻘﻟﺍ ﺔﻌﻣﺎﺟ)ﻥﺍﻭﺮﻴﻘﻟﺎﺑ,82
116.41,46,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,82
146.16,4,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,70523,ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﻢﻈﻧﻭ ﺕﺎﻴﺠﻣﺮﺒﻟﺍ ﺔﺳﺪﻨﻫ- ﺓﺩﺪﻌﺘﻤﻟﺍ ﻂﺋﺎﺳﻮﻟﺍﻭ ﺔﻴﻣﻼﻋﻹﺍ-,ﻑﺮﺼﺘﻟﺍ ﻭ ﺔﻴﻣﻼﻋﻺﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﻥﺍﻭﺮﻴﻘﻟﺍ ﺔﻌﻣﺎﺟ)ﻥﺍﻭﺮﻴﻘﻟﺎﺑ,83
118.42,87,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,83
114.44,40,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,71523,ﺓﺩﺪﻌﺘﻤﻟﺍ ﻂﺋﺎﺳﻮﻟﺍﻭ ﺔﻴﻣﻼﻋﻹﺍ-,ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﺕﺎﻴﺿﺎﻳﺮﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺔﻌﻣﺎﺟ)ﻥﺍﻭﺮﻴﻘﻟﺎﺑ ﺔﻴﻣﻼﻋﻹﺍﻭ (ﻥﺍﻭﺮﻴﻘﻟﺍ,83
113.21,51,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,83
150.11,5,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,83
113.46,96,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,83
93.95,36,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,73523,ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﻢﻈﻧﻭ ﺕﺎﻴﺠﻣﺮﺒﻟﺍ ﺔﺳﺪﻨﻫ-,ﻭ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﻡﻮﻠﻌﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺔﻌﻣﺎﺟ)ﻦﻳﺮﺼﻘﻟﺎﺑ ﺎﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ (ﻥﺍﻭﺮﻴﻘﻟﺍ,83
102.81,25,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,83
117.33,4,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,83
93.63,80,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,83
84.67,59,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,75523,ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﻢﻈﻧﻭ ﺕﺎﻴﺠﻣﺮﺒﻟﺍ ﺔﺳﺪﻨﻫ-,ﻱﺪﻴﺴﺑ ﺕﺎﻴﻨﻘﺘﻟﺍ ﻭ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ (ﻥﺍﻭﺮﻴﻘﻟﺍ ﺔﻌﻣﺎﺟ)ﺪﻳﺯﻮﺑ,83
98.77,76,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,83
117.88,7,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,83
96.94,150,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,83
127.45,36,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,82523,ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﻢﻈﻧﻭ ﺕﺎﻴﺠﻣﺮﺒﻟﺍ ﺔﺳﺪﻨﻫ- ﺓﺩﺪﻌﺘﻤﻟﺍ ﻂﺋﺎﺳﻮﻟﺍﻭ ﺔﻴﻣﻼﻋﻹﺍ-,ﺔﻴﻣﻼﻋﻺﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺔﺑﻭﺪﻨﺟ ﺔﻌﻣﺎﺟ)ﻑﺎﻜﻟﺎﺑ,83
119.24,38,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,83
145.34,4,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,83
126.68,90,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,83
127.82,26,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,84523,ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﻢﻈﻧﻭ ﺕﺎﻴﺠﻣﺮﺒﻟﺍ ﺔﺳﺪﻨﻫ-,ﻭ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﺕﺎﻐﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺔﺑﻭﺪﻨﺟ ﺔﻌﻣﺎﺟ)ﺔﺟﺎﺒﺑ ﺔﻴﻣﻼﻋﻻﺍ,83
122.26,28,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,83
135.04,3,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,83
131.89,53,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,83
170.76,14,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,10524,ﺀﺎﻴﺷﻷﺍ ﺕﺎﻧﺮﺘﻧﺃﻭ ﺔﻟﻮﻤﺤﻤﻟﺍ ﻢﻈﻨﻟﺍ-,ﺲﻧﻮﺗ ﺔﻌﻣﺎﺟ)ﺲﻧﻮﺘﺑ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ (ﺭﺎﻨﻤﻟﺍ,83
158.06,13,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,83
176.53,2,FG+(M+Info)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,83
181.69,40,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,83
180.86,25,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,11524,ﻢﻈﻨﻟﺍﻭ ﺕﺎﻜﺒﺸﻟﺍ ﺔﺳﺪﻨﻫ-,ﺔﻌﻣﺎﺟ)ﺔﻴﻣﻼﻋﻼﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺭﺎﻨﻤﻟﺍ ﺲﻧﻮﺗ,83
